"#","MLS #","","Address","City","Subdivision NAME","Beds Total","Bths (F/H)","Num Stories","Garage Carport","Apx Year Built","Apx Acreage","Sq Ft Total","Price/SqFt","Current Price","DOM","CDOM","Virtual Tour Branded"
"1","476409","S","1402 S 2nd Street","Temple","Temple Original","3","2/0","One","","1940","0.152","1,428","$1.19","$1,695","16","16",""
"1","476376","S","1401 S 47th Street","Temple","Florine Terrace","3","1/0","One","","1957","0.218","1,204","$1.25","$1,500","5","5",""
"1","476015","S","817 S 11th Street Unit#B","Temple","W A Barclay Add","2","1/0","One","","2000","0.161","790","$1.26","$995","7","7",""
"1","475296","S","917 S 19th Street","Temple","Jones & Moores Add","2","1/0","One","","1946","0.192","1,128","$0.89","$1,000","27","27",""
"1","474693","S","510 Cheyenne Drive Unit#A","Temple","West Gate Add 1st Unit Re","2","2/0","One","","1974","0.225","2,416","$0.48","$1,150","13","13",""
"1","473601","S","2417 Alterman Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","","2022","31.783","1,300","$1.15","$1,495","9","9",""
"1","473599","S","817 S 11th Street Unit#C","Temple","W A Barclay Add","1","1/0","One","","2000","0.161","600","$1.38","$825","9","9",""
"1","472872","S","2518 Shinoda Drive","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,415","$1.37","$1,935","16","16",""
"1","472867","S","2723 Shinoda Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.354","1,263","$1.42","$1,795","3","3",""
"1","472864","S","1119 McLellan Drive","Temple","Pecan Creek","4","2/0","One","","2022","0.149","1,612","$1.23","$1,985","0","0",""
"1","472844","S","2502 Ave  Z","Temple","","3","2/0","One","","1964","0.200","1,363","$1.10","$1,500","17","17",""
"1","472414","S","904 S 27th Street","Temple","Freeman Heights","2","1/0","Two","","1928","0.131","1,008","$0.64","$650","30","30",""
"1","471227","S","3031 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","","2021","0.134","1,266","$1.42","$1,800","65","65",""
"1","469353","S","806 S 3rd Street","Temple","W S Chapman Add","1","1/0","Two","","1928","0.340","360","$1.93","$695","10","10",""
"1","469199","S","1311 S 3rd Street","Temple","Robertson","3","1/0","One","","1947","0.095","1,208","$1.20","$1,450","50","50",""
"1","469054","S","2412 Alterman Drive","Temple","Pecan Crk South Ph II","3","2/0","One","","2022","0.165","1,300","$1.15","$1,495","53","53",""
"1","468960","S","2417 Bunker Hill Drive Unit#911 Yorktown","Temple","Northwest Hills 1st Ext","2","1/0","One","","1978","0.181","1,914","$0.70","$1,335","30","30",""
"1","467682","S","2028 Dade Loop","Temple","South Pointe Ph 2","3","2/0","One","","2022","0.134","1,514","$1.16","$1,750","18","18",""
"1","467575","S","2631 Shinoda Drive","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,263","$1.38","$1,745","46","46",""
"1","467448","S","2710 Castriota Court","Temple","Pecan Creek","4","2/0","One","","2022","0.354","1,796","$1.19","$2,145","23","23",""
"1","466257","S","902 23rd st","Temple","","3","1/0","One","","1927","17.000","1,040","$0.94","$975","3","3",""
"1","466214","S","902 1/2 S 27th Street","Temple","Freeman Heights","1","1/0","Two","","1928","0.131","620","$0.89","$550","3","3",""
"1","466211","S","902 S 27th Street","Temple","Freeman Heights","3","2/0","One","","1930","0.131","1,736","$0.72","$1,250","12","12",""
"1","466042","S","1009 S 51st Street","Temple","Campbells Sub Of Blk J","3","1/0","One","","1940","0.172","798","$1.61","$1,285","21","21",""
"1","465935","S","3066 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage, Garage Door Opener(s)","2022","0.146","1,475","$1.15","$1,695","30","30","https://youtu.be/vfabZKZ4ZmM"
"1","464304","S","2619 Castriota Court","Temple","Pecan Creek","4","2/0","One","","2021","0.149","1,612","$1.24","$1,995","69","69",""
"1","464170","S","3043 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage, Entry-Front Garage","2022","0.134","1,419","$1.19","$1,695","25","25",""
"1","463955","S","2627 Castriota Court","Temple","Pecan Creek","3","2/0","One","","2021","0.138","1,501","$1.31","$1,960","106","106",""
"1","463678","S","915 Eaton Drive","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,501","$1.16","$1,745","4","4",""
"1","463457","S","2418 Petersburg Lane","Temple","Heritage Place Ph VI","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2020","0.140","1,573","$1.06","$1,675","50","50",""
"1","463364","S","1222 Jamestown Drive","Temple","Heritage Place Ph IV","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage, Garage Door Opener(s)","2017","0.183","1,318","$1.23","$1,625","15","15",""
"1","463285","S","2003 W Ave H","Temple","","3","2/0","One","","1962","0.151","1,576","$1.19","$1,875","31","31",""
"1","463238","S","2116 W Avenue D","Temple","Baker","2","1/0","One","Detached Garage","1913","0.331","776","$1.22","$950","45","45",""
"1","463107","S","2703 Reithofer Court","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,415","$1.30","$1,845","46","46",""
"1","463103","S","2618 Castriota Court","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,263","$1.38","$1,745","50","50",""
"1","462939","S","3110 Trenton Drive Unit#A","Temple","Northwest Hills 2nd Ext","2","1/0","One","","1981","0.191","1,911","$0.44","$850","1","1",""
"1","462040","S","2317 Paul Revere Street","Temple","Northwest Hills 1st Ext","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2008","0.185","2,400","$0.48","$1,150","7","7",""
"1","461638","S","1922 Bayou Wood Lane","Temple","NORTH GATE PHASE III","4","2/0","One","Attached Garage","2022","0.161","1,825","$1.10","$2,000","37","37","https://youtu.be/9DeiybPaGro"
"1","461597","S","2318 Zanoletti Court Unit#A","Temple","Pecan Crk South Ph II","3","2/0","One","Attached Garage, Entry-Front Garage, Garage Door Opener(s)","2021","0.060","1,300","$1.15","$1,495","60","60",""
"1","458954","S","2324 Alterman Drive Unit#A","Temple","","3","2/0","One","Attached Garage, Garage Door Opener(s)","2021","0.190","1,310","$1.11","$1,450","97","97",""
"1","458951","S","2328 Duntov Drive Unit#A","Temple","","3","2/0","One","Attached Garage, Garage Door Opener(s)","2021","0.190","1,310","$1.11","$1,450","93","93",""
"1","458292","S","2610 Castriota Court","Temple","Pecan Creek","3","2/0","One","","2021","0.149","1,415","$1.30","$1,845","116","116",""
"1","456877","S","931 Eaton Drive","Temple","Pecan Creek","3","2/0","One","","2021","0.354","1,501","$1.16","$1,745","94","94",""
"1","456875","S","923 Eaton Drive","Temple","Pecan Creek","4","2/0","One","","2021","0.354","1,796","$1.19","$2,145","130","130",""
"1","456103","S","927 Eaton Drive","Temple","Pecan Creek","4","2/0","One","","2021","0.149","1,665","$1.22","$2,025","197","197",""
"1","451025","S","935 Eaton Drive","Temple","Pecan Creek","4","2/0","One","","2021","0.149","1,612","$1.24","$1,995","170","170",""
