"video_id","title","channel","channel_id","url","duration_seconds","view_count"
"TLjjV_iFx5o","Knights Ridge, Harker Heights, TX - By Brian E Adams, Realtor with StarPointe Realty","Hood Homes Blog: Brian E Adams","UC3Wl4C9al_GLLFSe5nBSg6A","https://www.youtube.com/watch?v=TLjjV_iFx5o",77.0,357
"TQgNUqHLoRs","U.S. Army Basic Training, Fort Benning, Georgia (2025-2026)","U.S. Military One","UCtngKm-dYMpNOgVNGAaEDLQ","https://www.youtube.com/watch?v=TQgNUqHLoRs",960.0,188044
"TRPPbMcL_p4","Nolanville Texas New Homes","WaltRolf","UCoL898OayPrczkY48aKX3wg","https://www.youtube.com/watch?v=TRPPbMcL_p4",23.0,28
"TTkBkhfJgUA","Exclusive Custom Home In Bella Charca -1106 Redleaf Nolanville, TX 76559","Carmen Colόn Homes Team - Keller Williams Realty ","UCrN5LHFTL2qwkmd9z-90RgA","https://www.youtube.com/watch?v=TTkBkhfJgUA",115.0,2879
"TUz4ecLflXc","1513 Harvest Dr. Nolanville, TX  Luxury Listing Walk Through Tour","Carmen Colόn Homes Team - Keller Williams Realty ","UCrN5LHFTL2qwkmd9z-90RgA","https://www.youtube.com/watch?v=TUz4ecLflXc",295.0,1650
"TXppjGwQ7Pw","Homes for Sale - 714 Freedom Circle, Nolanville, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=TXppjGwQ7Pw",65.0,2
"TY8Y6GTC9RI","The 2026 Kia Sportage is here! Dennis Eakin Kia - Texas","Dennis Eakin Kia","UCzgc4zT0olQorag4a7QfoRQ","https://www.youtube.com/watch?v=TY8Y6GTC9RI",16.0,19
"Tc7uAqiMJqQ","Stunning Single Family Home with Spacious Design | Killeen, TX | Real Estate Video","HomeJab","UC8GOaTipjEzi4W2kVjO1-ig","https://www.youtube.com/watch?v=Tc7uAqiMJqQ",58.0,34
"Tk4hNGGbHUs","2026 Honda HR-V Killeen TX Austin, TX #J0027","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=Tk4hNGGbHUs",50.0,6
"TkU_YYwyhfY","These 3 Texas Cities Will Make You Broke in 2025!","South Report","UCBn6R30GKWdGifS4LigazdQ","https://www.youtube.com/watch?v=TkU_YYwyhfY",810.0,365
"Tpw_w-jWy7U","Belton’s 6th Avenue set for potential $2.8M sidewalk and roadway renovation","25 News KXXV","UCOE42duvEjXG48b6BtOFBGA","https://www.youtube.com/watch?v=Tpw_w-jWy7U",90.0,84
"U-Mqg2--o8c","On post housing vs off post housing","Nick Saints","UC2fu_A9dBh_6a-83DTaV0Lw","https://www.youtube.com/watch?v=U-Mqg2--o8c",535.0,1294
"U09ypubEVGU","Fort hood Central Texas area neighborhoods! #military #realtorkimvanriper #realestate #forthood","Realtor Kim Van Riper","UC2Z_q337M9CrJhJ9AuCaueQ","https://www.youtube.com/watch?v=U09ypubEVGU",68.0,1
"U3JMT6aURYQ","Featured in the 2024 Parade of Homes this weekend in Temple, TX","Shay Harris, Broker, MBA - Fort Hood, TX","UClKGrQTetWA6uF2ti9xSzhA","https://www.youtube.com/watch?v=U3JMT6aURYQ",75.0,111
"U3QRJbw3pD4","2315 Mary Lane Killeen, TX 76543 | Century 21 Premier | Homes for Sale","Century 21 Premier Relators","UCG8QDUqWOBEV0EZdFCPzBXg","https://www.youtube.com/watch?v=U3QRJbw3pD4",53.0,41
"U4G3W_7lLKg","BARRACKS ROOM TOUR | Fort Hood, TX 2026 | MTV Cribs Style Tour","Zach Carter","UC5jRMaWKzXiWYRoDyPePcfA","https://www.youtube.com/watch?v=U4G3W_7lLKg",495.0,3540
"U675Fr7_hyo","Orders to Fort Hood, TX? Cities to Consider Living in!","Living at Fort Hood","UCjlRZ6P2r9NV3NQtGwWuBjg","https://www.youtube.com/watch?v=U675Fr7_hyo",214.0,82
"U6fxIXeuMe4","Nolanville Texas Home Builder","WaltRolf","UCoL898OayPrczkY48aKX3wg","https://www.youtube.com/watch?v=U6fxIXeuMe4",20.0,44
"UCNb4s5NVtc","ENDEAVR Makes Nolanville Texas a Smart Town","ENDEAVR Institute","UC5UWZZWpCxK1AJqoXinbHFA","https://www.youtube.com/watch?v=UCNb4s5NVtc",114.0,569
"UEM9lstL0D0","GAME OF THE YEAR??? #1 Desoto vs #5 North Crowley","Stargazing Media ","UCsTSFzNxsLsTgrVtMsLXYEQ","https://www.youtube.com/watch?v=UEM9lstL0D0",1528.0,1234951
"UEk-7sdSY1U","Stoney Brook Assisted Living Copperas Cove TX","Stoney Brook of Copperas Cove","UC9JaqjOi-_0_vfMIMija8EA","https://www.youtube.com/watch?v=UEk-7sdSY1U",156.0,717
"UG7X8R83XBs","Texas Housing Market Update Feb 2026: The REAL Problem No One is Talking About","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=UG7X8R83XBs",582.0,6885
"UHsHDvqvHo4","Best Small Town in Texas; 4K Walking Tour: Downtown Belton, TX  *Chapters*","The Tranquil Walker","UCoHjbJ5RCGYz4Zr1nTeoq8g","https://www.youtube.com/watch?v=UHsHDvqvHo4",1141.0,2947
"UQxvX6YSwz4","Harker Heights, Texas","John Hayes","UCeZysVNyhl-JqrqesQjcqPg","https://www.youtube.com/watch?v=UQxvX6YSwz4",755.0,273
"UTv-f-m86Uk","Top 10 Cheapest Texas Towns to Live in 2026","Sell my house pro","UCXO5_cJhEbFGfq-2d3dzFLA","https://www.youtube.com/watch?v=UTv-f-m86Uk",573.0,57
"UUYiK98CQTg","CLAYTON RANCH Home Tour: Inside Copperas Cove TX HOTTEST Neighborhood | Central Texas Real Estate","LIVING IN CENTRAL TEXAS","UCvyNP3_ZgVLciAIev5t2Gog","https://www.youtube.com/watch?v=UUYiK98CQTg",699.0,194
"UVy7X1QhHE8","Texas Acreage Homes With NO HOA And LAND Under $300K | Affordable New Homes Tour | Fort Worth Texas","Fort Worth Home Tours","UCFXJiDxwScgLxrFzw_yFsDw","https://www.youtube.com/watch?v=UVy7X1QhHE8",560.0,2131
"UWrt6r48-Ao","Property Management Services - Harker Heights, Texas","John Reider Properties","UCGhBS7DKFyz9F54RfrBucQw","https://www.youtube.com/watch?v=UWrt6r48-Ao",70.0,29
"UX1jTsCuTPU","Real estate for sale in Copperas Cove Texas - 159137","robertanderson179","UC568W0XPhpSA8R3X1OBp5Pg","https://www.youtube.com/watch?v=UX1jTsCuTPU",190.0,10
"UY-eyyGprzs","🏡 Highland Homes Model Tour | Lariat Liberty Hill, TX | 3.99% Interest Rate Incentive! 🔥","Liberty Hill Real Estate by F6 Real Estate","UC8DHBIfgDx4i-1BxDT7kAyg","https://www.youtube.com/watch?v=UY-eyyGprzs",144.0,62
"UfbkSDNOnLE","101 Wickiup Trl Harker Heights TX","Josh Checki","UCyyNXwVqh12czrENQgVF38w","https://www.youtube.com/watch?v=UfbkSDNOnLE",131.0,25
"UhHNYPETz0w","Precision Value Homes Copperas Cove TX 76522-6267","Small Business Spotlight","UCt2a0upI2vGv9eujBjoLPNA","https://www.youtube.com/watch?v=UhHNYPETz0w",31.0,53
"Uj0wHyM-omk","TBD Nathan Drive Copperas Cove, TX 76522 | Joanna Pearce | Homes for Sale","Joanna Pearce","UCMKRSmq9b8V07K9y4Zyfx_Q","https://www.youtube.com/watch?v=Uj0wHyM-omk",37.0,9
"UkMCDwDy3qA","INSIDE Harker Heights Texas LUXURY HOME (with Lake Views!) | Living in Central Texas","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=UkMCDwDy3qA",758.0,914
"Upq6MxbX9OY","775 Cactus, Copperas Cove ","CazFamRealEstate","UCVyzhc2YHkbwLJU2_Qs2Snw","https://www.youtube.com/watch?v=Upq6MxbX9OY",306.0,28
"UrrtKf_ZJrU","Harker Heights Homes for Rent 4BR/2BA by Harker Heights Property Managers","John Reider Properties","UChfEhOd71uTgQaZPyy7rN-w","https://www.youtube.com/watch?v=UrrtKf_ZJrU",551.0,815
"Ut4GC_DHIuU","4 things to never buy at a gun show","Practical Accuracy","UCODgAyP5Rh2reIufHFOKJGg","https://www.youtube.com/watch?v=Ut4GC_DHIuU",956.0,5885372
"UtK-s8UBDcU","US 190 widening project begins in Copperas Cove next Monday","KCENNews","UCjq9ElqnV7Df6NLb4oDHKqQ","https://www.youtube.com/watch?v=UtK-s8UBDcU",31.0,93
"Uw0RI6HpI1I","Luxury Home Tour-Bella Charca Community Near Killeen TX","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=Uw0RI6HpI1I",368.0,1063
"UypLlt4-M8c","1705 Hooper St Killeen TX | Home Tour & Neighborhood Guide | Killeen Real Estate 2026","jason hunter REALTOR®","UCOtQo6ZNvgHEN6dAubILuNg","https://www.youtube.com/watch?v=UypLlt4-M8c",25.0,3
"VAVVL8ZTOXA","Would You Live Here? What $250k Buys You in Killeen TX in 2025 ","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=VAVVL8ZTOXA",520.0,441
"VEd6ReWdfQc","Pros and Cons of Living in Salado tx in [2024]","Trent Babb | Central Texas Land & Commercial","UCWykQcBeQE_1yY2lk9m23YQ","https://www.youtube.com/watch?v=VEd6ReWdfQc",635.0,882
"VFk9LXhx6o4","Harker Heights student arrested, accused of having a weapon","KWKT FOX44","UCzsavUS_jn2fXbc9yHkFCfA","https://www.youtube.com/watch?v=VFk9LXhx6o4",24.0,282
"VHepHlX6ovM","I Found the Cheapest House in Killeen TX ","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=VHepHlX6ovM",345.0,278
"VIRYBW1QfDw","1904 Scott Dr, Copperas Cove, TX | Elizabeth Thomas ACE Real Estate Group | Copperas Cove Homes","Elizabeth Thomas - Fort Hood Homes Group","UCfDOrNekvd28MKc_S897MsQ","https://www.youtube.com/watch?v=VIRYBW1QfDw",100.0,38
"VKv3FouwYac","Killeen's Housing Market EXPLODES: Don't Miss Out on the Epic Rush","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=VKv3FouwYac",343.0,262
"VS7qSVSGNbE","Looking for the Perfect Family Home in Texas | House Hunters | HGTV","HGTV","UCBiuljj5uaUVHbnTAzfvutg","https://www.youtube.com/watch?v=VS7qSVSGNbE",4643.0,655000
"V_KtJbteVpo","Liberty Springs in Nolanville, TX","Duplexes in Killeen Texas","UCC_f7viNGfRPH0gSnTsHlFw","https://www.youtube.com/watch?v=V_KtJbteVpo",105.0,24
"V_iAabnTZJU","See Inside This Dream Home in Temple Texas!","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=V_iAabnTZJU",219.0,96
"VhI6ILdFZuc","Your First House Should Be in the HOOD","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=VhI6ILdFZuc",567.0,1500
"VpKucLnCWgk","New Construction Home (Before & After clips & videos embedded) - Killeen, TX","AgentDanTx","UCfjg8nA1zajNx1AnSjhVq8g","https://www.youtube.com/watch?v=VpKucLnCWgk",488.0,74
"VpoHiJSRxm4","Move-In Ready Home in Harker Heights, TX","Sujin Park Henson","UCZAiPx4wER-v-Q4avEhVTZg","https://www.youtube.com/watch?v=VpoHiJSRxm4",61.0,21
"VswxhggO1hI","House Hack this Remodeled Duplex For Sale in Copperas Cove TX","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=VswxhggO1hI",79.0,493
"W-B-YEGp5Ck","Here's What $450,000 Buys You in Temple, Texas","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=W-B-YEGp5Ck",577.0,305
"W-LDyi0gYHc","MUST SEE Killeen, Tx New Construction | Touring New Builds","LivingInCentralTX","UCDdXr_S5BZW7LRXaMIQnpsQ","https://www.youtube.com/watch?v=W-LDyi0gYHc",673.0,65
"W3dJpXB1Lgg","Harroon Realty Group: Welcome Home Central Texas!","The PhD of TX Home Buying | Harroon Realty Group","UCcGGNxdamPfa6k26Ly2NcTg","https://www.youtube.com/watch?v=W3dJpXB1Lgg",16.0,10
"W81_dopzamM","Thinking About Moving to Belton, Texas? Watch This First!","Mallory Anthony","UCwoQakQVf2m8hfitYnymb5w","https://www.youtube.com/watch?v=W81_dopzamM",800.0,90
"WGvUITE36bA","What $450K–$600K Buys You in Fulshear TX (New Construction  2025)","West Houston Real Estate with Raquel Bell","UCAiuMeUo5OmGth0-1hoQlCg","https://www.youtube.com/watch?v=WGvUITE36bA",625.0,179
"WH6DxCiTlNY","317 Rain Dance Trail, Copperas Cove, TX 76522","ERA Real Estate Videos #33","UCLutsxRC_8Gc22LiK_rzIUQ","https://www.youtube.com/watch?v=WH6DxCiTlNY",55.0,2
"WIvp9CG42xI","Homes for sale Harker Heights TX","coldwellbanker5","UCgV6n-W2GK0k5Vvf5uHHRAQ","https://www.youtube.com/watch?v=WIvp9CG42xI",36.0,20
"WLILSKqt2HU","Temple, TX | 3-Bed Under $300k — BEST First Home in Carriage House Trails (Belton ISD)","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=WLILSKqt2HU",309.0,181
"WMmgb-K59gg","Smith Ranch: 2,894 Acre Legacy Texas Hill Country Ranch For Sale","TX Real Estate ","UCJf9KGU5UhMVKCDRC9J-acQ","https://www.youtube.com/watch?v=WMmgb-K59gg",141.0,57368
"WNeEb55ygqo","Home For Sale: 207 Easy Street in Copperas Cove, TX","George Cass - Texas REALTOR®","UC5v4flYtIbs8z1ZQ-d-nGXw","https://www.youtube.com/watch?v=WNeEb55ygqo",56.0,74
"WPGp6DDYwQk","5017 Bella Charca Pkwy, Nolanville, TX","Sold in a Snap Photography","UCGqcck72oJ7rBL_IyQuMQ9w","https://www.youtube.com/watch?v=WPGp6DDYwQk",219.0,19
"WPXG-RII6Cc","Beautiful Nolanville Texas Home","Savannah Bass","UCGt8AoDFWBrRpoSSYrFkSxw","https://www.youtube.com/watch?v=WPXG-RII6Cc",31.0,13
"WYDB2nQ4ulc","PPF install on a 2025 Ford F150 Tremor! || Serving Killeen, Copperas Cove, Harker Heights & more","Harker Heights Ceramic Coatings","UCkOqS-RpybYK_m7Y938vtuQ","https://www.youtube.com/watch?v=WYDB2nQ4ulc",72.0,451
"WZz92frUOXw","Homes for Sale - 714 Freedom Circle, Nolanville, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=WZz92frUOXw",64.0,1
"Wb5uj1OdWoc","Homes for sale - 2605 Techny, Harker Heights, TX 76548","Jean Shine, Shine Team Realtors","UCw9DgzcPb_rhdp3VHFFo_8Q","https://www.youtube.com/watch?v=Wb5uj1OdWoc",98.0,29
"Wcg-FpXU8Ck","For Sale $399,999- 4900 Sonora Trce, Georgetown, Tx 78633","Scoggins Realty - Donna Scoggins, REALTOR ","UCcGSAgE02PaFTfrlNU-WrcA","https://www.youtube.com/watch?v=Wcg-FpXU8Ck",288.0,43
"Wd1IxK5eqj4","PCS Move to Fort Hood Texas? The REAL Cost of Living in Central Texas on Military Pay","Military Living in Central Texas","UCijF1zTR7RluBFGicVZU4SA","https://www.youtube.com/watch?v=Wd1IxK5eqj4",851.0,125
"WgWdrspeFQc","TOUR A JAW-DROPPING LUXURY MODEL HOME THAT WILL SHOCK YOU","Marcus Rankin","UCPZZfn9AzEVX4fcc3G6mvdA","https://www.youtube.com/watch?v=WgWdrspeFQc",1152.0,57731
"WmNaufOsjdQ","Police Chase: Suspect shoots at Texas officers during high-speed chase","FOX 4 Dallas-Fort Worth","UCruQg25yVBppUWjza8AlyZA","https://www.youtube.com/watch?v=WmNaufOsjdQ",142.0,132389
"WrBvnsT0fLk","Apartment for Rent in Harker Heights 1BR/1BA By Property Managers in Harker Heights","John Reider Properties","UChfEhOd71uTgQaZPyy7rN-w","https://www.youtube.com/watch?v=WrBvnsT0fLk",197.0,584
"Ws4zy4yoD8I","I Found the Most Overlooked Luxury Neighborhood in Temple TX (Is It Worth It?)","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=Ws4zy4yoD8I",496.0,40
"WtJLIRtDD8o","Indian Oaks Living Center (Harker Heights, TX)","Abri Health Care","UCBaih3K4gphd4AQTOgy5qSQ","https://www.youtube.com/watch?v=WtJLIRtDD8o",91.0,1222
"WymW_vN6g6k","What 's Happening in the Killeen TX Real Estate Market?  Update May 2022","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=WymW_vN6g6k",547.0,906
"X0_vWdugIyk","Susan King|201 Sorrell Drive|Copperas Cove, TX|ColdwellBankerHomes.com","At Home in Texas","UCblhSimaUbM15R-kGm-0J1A","https://www.youtube.com/watch?v=X0_vWdugIyk",33.0,1969
"X0v6WlN6Umw","2607 Curtis Drive","Robert Herrings Jr","UCGEXUfJdSCBPtgWeF8Dl4lw","https://www.youtube.com/watch?v=X0v6WlN6Umw",47.0,1
"X10wfIrRwSE","First-Time Buyers Are Sleeping on These Temple TX Deals","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=X10wfIrRwSE",734.0,164
"X4g30-XY9Ck","Chris Brown - Holy Blindfold (Official Video)","Chris Brown","UCcYrdFJF7hmPXRNaWdrko4w","https://www.youtube.com/watch?v=X4g30-XY9Ck",201.0,17023934
"X4s-iZlBHc8","Harker Heights TX | Home for Rent","RE/MAX RedZone","UCPxhdKZSM8qOMNOUG5Ee6VA","https://www.youtube.com/watch?v=X4s-iZlBHc8",524.0,43
"X63iL227jig","City of Harker Heights, Texas - Mayor’s Statement March 24, 2020","CityofHarkerHeights","UCvg9bokqHaQCgjdcoTUrEuw","https://www.youtube.com/watch?v=X63iL227jig",186.0,410
"X6oPzHOjKVs","Homes for Sale - Copperas Cove, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=X6oPzHOjKVs",101.0,3
"XA-6TEozpe4","2026 Honda Civic Sedan Hybrid Killeen TX Austin, TX #J0176","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=XA-6TEozpe4",55.0,45
"XBg8XljdgUc","Texas Swimming Holes Road Trip 💦 (FULL EPISODE)","The Daytripper","UCEaOIzCASJLcj3UDwGlt7nQ","https://www.youtube.com/watch?v=XBg8XljdgUc",1474.0,186355
"XKWluZ7yFrk","New Homes In Copperas Cove","Duplexes in Killeen Texas","UCC_f7viNGfRPH0gSnTsHlFw","https://www.youtube.com/watch?v=XKWluZ7yFrk",104.0,57
"XLYmp2OW1Kc","Check out this local market update for Belton 76513!","Taylor Colwell","UCPEgcGaR0lPkgYGqZTnUSkw","https://www.youtube.com/watch?v=XLYmp2OW1Kc",40.0,0
"XLme0hV6V_0","Real estate for sale in Copperas Cove Texas - 158924","robertanderson179","UC568W0XPhpSA8R3X1OBp5Pg","https://www.youtube.com/watch?v=XLme0hV6V_0",236.0,160
"XMb5DOIDLw4","2026 Honda Passport Killeen TX Austin, TX #J0208","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=XMb5DOIDLw4",55.0,15
"XOZpJZrghh4","Finding Housing Options In Fort Hood","James Sexton","UChxfPIqKTkOA9Tv1nLz9tsg","https://www.youtube.com/watch?v=XOZpJZrghh4",66.0,87
"XU9qkPKoMFM","Belton, Texas (Market Day)","Rheajane Taylor","UCkhp-b2FIwAZVlV6kRN-1mg","https://www.youtube.com/watch?v=XU9qkPKoMFM",282.0,1253
"XWXKvwEHcv8","Homes for sale Harker Heights TX","coldwellbanker25","UCeK6vcM5C4em-nCPuc0KSUA","https://www.youtube.com/watch?v=XWXKvwEHcv8",43.0,9
"XYw1CxUNvrQ","Texas Luxury Living Under $500k - Harker Heights Homes","Amira Trice","UC41Nzp33tN-yV9RgHDK-_Ew","https://www.youtube.com/watch?v=XYw1CxUNvrQ",136.0,110
"XdWkk6bAiWs","606 Redbud Drive","Teresa Ingram","UCDKBmfDQL51l_qsamkhGYHw","https://www.youtube.com/watch?v=XdWkk6bAiWs",59.0,0
"Xdj3IVDjcyk","3028 Heritage LOOP Nolanville, TX 76559 | JP & Associates Realtors | Top Real Estate Agent","Austin - JP and Associates REALTORS","UCz5EZ2WrMNoUSqPbLYFB4cA","https://www.youtube.com/watch?v=Xdj3IVDjcyk",59.0,40
"Xg-bd5y2P_E","Stylecraft Homes: Exclusive Central Texas Homebuilder Interview","New Builds in Central Texas","UCoht3EiOo8EqRe5exkOAH8w","https://www.youtube.com/watch?v=Xg-bd5y2P_E",2500.0,194
"XigleTEzcbQ","5318 Lassen Lane, Belton, TX 76513","ERA Real Estate Videos #27","UC43m7trdU5latHlSlFmSI9Q","https://www.youtube.com/watch?v=XigleTEzcbQ",79.0,10
"Xiu1YLE4fTY","Homes for Sale - 714 Freedom Circle, Nolanville, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=Xiu1YLE4fTY",64.0,1
"XlOaw5llt3U","Homes for Sale - 710 Blue Stem Drive, Copperas Cove, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=XlOaw5llt3U",40.0,0
"Xlx41TRX9eA","Lake Belton softball set to be trouble on the diamond, even in first season","KCENNews","UCjq9ElqnV7Df6NLb4oDHKqQ","https://www.youtube.com/watch?v=Xlx41TRX9eA",73.0,120
"XoCjafrpbH0","Video Tour:  2023 Bella Vita Drive (76559)","Chase Baker","UCoTBYYxu9kk_wT6spJzRVoA","https://www.youtube.com/watch?v=XoCjafrpbH0",712.0,415
"XoVN3B8xw5k","2025 GMC Yukon AT4 full front PPF in the Killeen TX area with Autobahn Incognito","Harker Heights Ceramic Coatings","UCkOqS-RpybYK_m7Y938vtuQ","https://www.youtube.com/watch?v=XoVN3B8xw5k",119.0,281
"XsDsZQdawfw","6 Months of Construction Progress | Extraco Banks West Adams | Temple, TX","J&E TEX DRONES LLC","UCYJZX-6AutznuLZS8ifcv9w","https://www.youtube.com/watch?v=XsDsZQdawfw",81.0,137
"Xsufsc2DoTA","Texas Towing Community Rallies for Fallen Operator David Holz of Unlimited Towing in Killeen, TX","Emily Oz","UC6LjnlhmP18I2W11vzq3CSw","https://www.youtube.com/watch?v=Xsufsc2DoTA",275.0,44
"Xuqp_d386cY","Texas Housing Market Is Horrible (Homebuyer Regret)","Orlando Miner","UCPAZIr2fkk_2pUc6Ew0LS5g","https://www.youtube.com/watch?v=Xuqp_d386cY",1023.0,111884
"Xvf1gqUgBy8","New Construction killeen, TX","Harol Egans, Realtor","UC-1bxoXAz9cJzzAxUwtz3oA","https://www.youtube.com/watch?v=Xvf1gqUgBy8",54.0,188
"XxRb4am3CRg","2026 Honda CR-V Killeen TX Austin, TX #J0247","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=XxRb4am3CRg",53.0,3
"Y6-L1xVsWrM","Our Town: Copperas Cove Building Up Downtown","KWKT FOX44","UCzsavUS_jn2fXbc9yHkFCfA","https://www.youtube.com/watch?v=Y6-L1xVsWrM",126.0,30
"Y7F1D1Do8kU","3319 Eagle Ridge, HH","CazFamRealEstate","UCVyzhc2YHkbwLJU2_Qs2Snw","https://www.youtube.com/watch?v=Y7F1D1Do8kU",889.0,17
"Y7lNa-a6A7o","2701 Settlement Rd Copperas Cove TX","Texas Residential Management (TRM Rentals)","UCaWGe6aEm9HqntTW6kOthyw","https://www.youtube.com/watch?v=Y7lNa-a6A7o",239.0,97
"Y8fokxIOAuc","Check out this local market update for Belton 76513!","Taylor Colwell","UCPEgcGaR0lPkgYGqZTnUSkw","https://www.youtube.com/watch?v=Y8fokxIOAuc",40.0,0
"YBUCyBB8IJo","YoungBoy Never Broke Again - Wine & Dine [Official Music Video]","YoungBoy Never Broke Again","UClW4jraMKz6Qj69lJf-tODA","https://www.youtube.com/watch?v=YBUCyBB8IJo",122.0,53307177
"YLVcUgn_-FA","The $50,000 Mistake Every Buyer Makes Moving to Temple, TX","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=YLVcUgn_-FA",1145.0,424
"YM7LPHQRLhI","10.5 Acres Near Bartlett, TX | Dual-County Investment Opportunity","Amanda Garling","UCHseGjE036nT87FFVHz5z0w","https://www.youtube.com/watch?v=YM7LPHQRLhI",102.0,20
"YOlTJricOQo","Buyer’s Market or Seller’s Market? Killeen / Harker Heights TX Housing Report","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=YOlTJricOQo",395.0,306
"YSv0Pjv7IXQ","Sell My House or Keep It As A Rental?","The Ramsey Show Highlights","UC7eBNeDW1GQf2NJQ6G6gAxw","https://www.youtube.com/watch?v=YSv0Pjv7IXQ",261.0,148191
"YVThYKqdxW8","I Found the PERFECT STARTER HOME for a Growing Family in Round Rock, TX","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=YVThYKqdxW8",429.0,180
"Yg8y6AnX7qY","Storm devastates shop owners at Bell County Flea Market","KWTX News10","UCYedMp8lKCCw9y0Qe3J9huQ","https://www.youtube.com/watch?v=Yg8y6AnX7qY",166.0,659
"YiJpnqQGXyg","Lil Poppa - Out Of Town Bae","Lil Poppa","UCyEM4Sfyous2XuWbKep38jg","https://www.youtube.com/watch?v=YiJpnqQGXyg",206.0,5165135
"Ylg2lWqsHOo","Harker Heights vs  Belton TEXAS","Sandee Payne","UCa5bz6lCwdTX6HQfzlOdZFA","https://www.youtube.com/watch?v=Ylg2lWqsHOo",320.0,16
"YoQNuVT89wQ","New Construction Killeen,TX","Harol Egans, Realtor","UC-1bxoXAz9cJzzAxUwtz3oA","https://www.youtube.com/watch?v=YoQNuVT89wQ",59.0,71
"YogP-JVdRaU","128 E. Ball Rd. Harker Heights TX 76548, 3 Bedroom, 2 Bath, 1 Car Garage","HHRental Properties","UClinBn5SPDXw59ekiWude1A","https://www.youtube.com/watch?v=YogP-JVdRaU",149.0,1519
"YplNDnB6NZA","2026 Honda CR-V Killeen TX Austin, TX #J0295","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=YplNDnB6NZA",56.0,1
"YrIWq6aETec","Best Market Update for Temple & Belton Texas","i35Group at Keller Williams","UClqYZw4Suu5WVPGFlm8Tgeg","https://www.youtube.com/watch?v=YrIWq6aETec",1229.0,56
"YtKJVlDMlcg","3506 Lucas Street Copperas Cove, TX 76522 | Century 21 Premier | Search Homes for Sale","Century 21 Premier Relators","UCG8QDUqWOBEV0EZdFCPzBXg","https://www.youtube.com/watch?v=YtKJVlDMlcg",53.0,23
"YwS5jyQOOeY","Cheap House for Rent in Killeen, TX","Texas Properties","UC5D31kYUTHSVWOgqB3hF39A","https://www.youtube.com/watch?v=YwS5jyQOOeY",110.0,389
